date,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
7/20/2011,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0,34,404,438
7/20/2011,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,209
7/20/2011,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0,34,76,110
7/20/2011,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142
7/20/2011,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0,28,121,149
7/20/2011,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,120
7/20/2011,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127
7/20/2011,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138
7/20/2011,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0,30,204,234
7/20/2011,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,455
7/20/2011,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497
7/20/2011,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,382
7/20/2011,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309
7/20/2011,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,242
7/20/2011,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169
7/20/2011,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99
7/21/2011,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,42
7/21/2011,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,5,16,21
7/21/2011,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6
7/21/2011,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,6
7/21/2011,3,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,0,4,4
7/21/2011,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18
7/21/2011,3,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,6,111,117
7/21/2011,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,23,251,274
7/21/2011,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,23,358,381
7/21/2011,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,34,166,200
7/21/2011,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78
7/21/2011,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,27,79,106
7/21/2011,3,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,29,106,135
7/21/2011,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,21,81,102
7/21/2011,3,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,50,97,147
7/21/2011,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,40,93,133
7/21/2011,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,43,167,210
7/21/2011,3,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,40,374,414
7/21/2011,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,382
7/21/2011,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,284
7/21/2011,3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,38,199,237
7/21/2011,3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,38,187,225
7/21/2011,3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,36,113,149
7/21/2011,3,0,7,23,0,4,1,1,0.8,0.8182,0.71,0.1642,40,73,113
7/22/2011,3,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,9,51,60
7/22/2011,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0,7,17,24
7/22/2011,3,0,7,2,0,5,1,1,0.78,0.803,0.79,0.1343,0,14,14
7/22/2011,3,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045,1,6,7
7/22/2011,3,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,8,5,13
7/22/2011,3,0,7,5,0,5,1,1,0.74,0.7121,0.79,0.1045,2,17,19
7/22/2011,3,0,7,6,0,5,1,1,0.76,0.7424,0.75,0.0896,13,83,96
7/22/2011,3,0,7,7,0,5,1,2,0.8,0.803,0.66,0.1045,20,232,252
7/22/2011,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,30,292,322
7/22/2011,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,31,177,208
7/22/2011,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,32,83,115
7/22/2011,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,23,86,109
7/22/2011,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,20,95,115
7/22/2011,3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,25,98,123
7/22/2011,3,0,7,14,0,5,1,1,0.96,1,0.48,0.2985,24,77,101
7/22/2011,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,32,101,133
7/22/2011,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,182
7/22/2011,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,35,271,306
7/22/2011,3,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,34,250,284
7/22/2011,3,0,7,19,0,5,1,2,0.86,0.7879,0.41,0.1045,40,210,250
7/22/2011,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0,46,166,212
7/22/2011,3,0,7,21,0,5,1,1,0.82,0.803,0.59,0.0896,38,152,190
7/22/2011,3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,44,105,149
7/22/2011,3,0,7,23,0,5,1,1,0.8,0.7879,0.63,0.194,19,84,103
7/23/2011,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0,16,85,101
7/23/2011,3,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,13,57,70
7/23/2011,3,0,7,2,0,6,0,1,0.82,0.7727,0.52,0,13,48,61
7/23/2011,3,0,7,3,0,6,0,1,0.78,0.7576,0.66,0.0896,6,16,22
7/23/2011,3,0,7,4,0,6,0,1,0.76,0.7273,0.66,0.1045,5,4,9
7/23/2011,3,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,1,6,7
7/23/2011,3,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,6,19,25
7/23/2011,3,0,7,7,0,6,0,1,0.8,0.7424,0.52,0.1045,7,38,45
7/23/2011,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,24,85,109
7/23/2011,3,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,30,102,132
7/23/2011,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,61,137,198
7/23/2011,3,0,7,11,0,6,0,1,0.9,0.8182,0.37,0.194,62,154,216
7/23/2011,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,71,164,235
7/23/2011,3,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,78,167,245
7/23/2011,3,0,7,14,0,6,0,1,0.92,0.8939,0.42,0,84,152,236
7/23/2011,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0,78,137,215
7/23/2011,3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,70,151,221
7/23/2011,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,70,127,197
7/23/2011,3,0,7,18,0,6,0,1,0.92,0.8788,0.4,0.2239,62,134,196
7/23/2011,3,0,7,19,0,6,0,2,0.82,0.803,0.59,0.1343,80,137,217
7/23/2011,3,0,7,20,0,6,0,1,0.82,0.803,0.59,0.2239,47,98,145
7/23/2011,3,0,7,21,0,6,0,1,0.82,0.803,0.59,0.2239,39,115,154
7/23/2011,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.194,37,88,125
7/23/2011,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,104
7/24/2011,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,42,77,119
7/24/2011,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,33,63,96
7/24/2011,3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,12,48,60
7/24/2011,3,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896,17,20,37
7/24/2011,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,1,5,6
7/24/2011,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,5,3,8
7/24/2011,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,9,13,22
7/24/2011,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35
7/24/2011,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,22,82,104
7/24/2011,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,42,112,154
7/24/2011,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,61,165,226
7/24/2011,3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,74,169,243
7/24/2011,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,85,161,246
7/24/2011,3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,90,162,252
7/24/2011,3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,79,204,283
7/24/2011,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,68,170,238
7/24/2011,3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,62,187,249
7/24/2011,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249
7/24/2011,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,67,176,243
7/24/2011,3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,70,170,240
7/24/2011,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,52,143,195
7/24/2011,3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,42,111,153
7/24/2011,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0,23,75,98
7/24/2011,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50
7/25/2011,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0,17,17,34
7/25/2011,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12
7/25/2011,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,3,3,6
7/25/2011,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0,2,2,4
7/25/2011,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6,6
7/25/2011,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,2,22,24
7/25/2011,3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,7,100,107
7/25/2011,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0,20,257,277
7/25/2011,3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0,34,353,387
7/25/2011,3,0,7,9,0,1,1,1,0.8,0.803,0.66,0,11,124,135
7/25/2011,3,0,7,10,0,1,1,1,0.82,0.803,0.59,0,30,54,84
7/25/2011,3,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.194,24,83,107
7/25/2011,3,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.194,17,50,67
7/25/2011,3,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,14,64,78
7/25/2011,3,0,7,14,0,1,1,2,0.72,0.697,0.79,0.194,28,62,90
7/25/2011,3,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,16,96,112
7/25/2011,3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,37,161,198
7/25/2011,3,0,7,17,0,1,1,1,0.72,0.697,0.74,0,48,437,485
7/25/2011,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,60,473,533
7/25/2011,3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,62,324,386
7/25/2011,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,55,247,302
7/25/2011,3,0,7,21,0,1,1,1,0.7,0.6667,0.84,0,41,153,194
7/25/2011,3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0,13,112,125
7/25/2011,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,23,64,87
7/26/2011,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,8,20,28
7/26/2011,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,6,6,12
7/26/2011,3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,1,6,7
7/26/2011,3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,2,2,4
7/26/2011,3,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,0,6,6
7/26/2011,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,3,24,27
7/26/2011,3,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,2,108,110
7/26/2011,3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,30,288,318
7/26/2011,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.194,32,392,424
7/26/2011,3,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,25,162,187
7/26/2011,3,0,7,10,0,2,1,1,0.8,0.697,0.31,0.2239,42,96,138
7/26/2011,3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0,49,102,151
7/26/2011,3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0,25,122,147
7/26/2011,3,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,43,139,182
7/26/2011,3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,46,101,147
7/26/2011,3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,49,114,163
7/26/2011,3,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,41,213,254
7/26/2011,3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,72,465,537
7/26/2011,3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,68,478,546
7/26/2011,3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,69,329,398
7/26/2011,3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,47,243,290
7/26/2011,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,45,222,267
7/26/2011,3,0,7,22,0,2,1,1,0.76,0.697,0.55,0.1343,27,131,158
7/26/2011,3,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,18,71,89
7/27/2011,3,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,19,26,45
7/27/2011,3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,1,9,10
7/27/2011,3,0,7,2,0,3,1,1,0.76,0.697,0.52,0.2985,1,5,6
7/27/2011,3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,0,4,4
7/27/2011,3,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.194,1,3,4
7/27/2011,3,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,0,18,18
7/27/2011,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,4,119,123
7/27/2011,3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,34,313,347
7/27/2011,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,28,405,433
7/27/2011,3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,27,189,216
7/27/2011,3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0,32,82,114
7/27/2011,3,0,7,11,0,3,1,1,0.8,0.697,0.31,0,42,94,136
7/27/2011,3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,37,132,169
7/27/2011,3,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,29,151,180
7/27/2011,3,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,20,107,127
7/27/2011,3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,37,103,140
7/27/2011,3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,40,228,268
7/27/2011,3,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,81,491,572
7/27/2011,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,541
7/27/2011,3,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,87,288,375
7/27/2011,3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,55,239,294
7/27/2011,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,49,196,245
7/27/2011,3,0,7,22,0,3,1,1,0.72,0.6667,0.48,0,37,143,180
7/27/2011,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,16,93,109
7/28/2011,3,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,14,31,45
7/28/2011,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0,3,26,29
7/28/2011,3,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,2,5,7
7/28/2011,3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0,0,5,5
7/28/2011,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,0,6,6
7/28/2011,3,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,1,26,27
7/28/2011,3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,6,110,116
7/28/2011,3,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,27,278,305
7/28/2011,3,0,7,8,0,4,1,1,0.74,0.697,0.66,0.1642,47,409,456
7/28/2011,3,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.194,21,189,210
7/28/2011,3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,30,86,116
7/28/2011,3,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,41,113,154
7/28/2011,3,0,7,12,0,4,1,1,0.84,0.803,0.53,0.2537,35,151,186
7/28/2011,3,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,26,126,152
7/28/2011,3,0,7,14,0,4,1,2,0.84,0.7879,0.49,0.2537,27,111,138
7/28/2011,3,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.194,22,124,146
7/28/2011,3,0,7,16,0,4,1,1,0.86,0.803,0.47,0.1642,42,214,256
7/28/2011,3,0,7,17,0,4,1,1,0.84,0.803,0.53,0.194,45,423,468
7/28/2011,3,0,7,18,0,4,1,1,0.84,0.8182,0.56,0.2239,55,428,483
7/28/2011,3,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194,37,285,322
7/28/2011,3,0,7,20,0,4,1,1,0.8,0.7879,0.63,0.194,41,229,270
7/28/2011,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,31,165,196
7/28/2011,3,0,7,22,0,4,1,1,0.76,0.7273,0.7,0.2537,25,149,174
7/28/2011,3,0,7,23,0,4,1,1,0.76,0.7424,0.75,0.194,28,95,123
7/29/2011,3,0,7,0,0,5,1,1,0.74,0.7121,0.79,0.1642,12,45,57
7/29/2011,3,0,7,1,0,5,1,1,0.74,0.7121,0.79,0.1343,12,22,34
7/29/2011,3,0,7,2,0,5,1,1,0.74,0.7121,0.79,0,3,10,13
7/29/2011,3,0,7,3,0,5,1,1,0.74,0.7121,0.79,0,2,9,11
7/29/2011,3,0,7,4,0,5,1,1,0.72,0.7121,0.84,0.1343,2,4,6
7/29/2011,3,0,7,5,0,5,1,1,0.72,0.7121,0.84,0,4,23,27
7/29/2011,3,0,7,6,0,5,1,2,0.72,0.7121,0.84,0,7,83,90
7/29/2011,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,26,228,254
7/29/2011,3,0,7,8,0,5,1,2,0.76,0.7727,0.77,0,30,354,384
7/29/2011,3,0,7,9,0,5,1,1,0.86,0.803,0.47,0.2537,28,151,179
7/29/2011,3,0,7,10,0,5,1,1,0.9,0.8485,0.42,0.2836,37,69,106
7/29/2011,3,0,7,11,0,5,1,1,0.92,0.8788,0.4,0.2985,43,118,161
7/29/2011,3,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,40,95,135
7/29/2011,3,0,7,13,0,5,1,1,0.94,0.8333,0.31,0,42,114,156
7/29/2011,3,0,7,14,0,5,1,1,0.96,0.8636,0.3,0.2239,34,114,148
7/29/2011,3,0,7,15,0,5,1,1,0.96,0.8636,0.3,0.2537,40,129,169
7/29/2011,3,0,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,35,198,233
7/29/2011,3,0,7,17,0,5,1,1,0.96,0.8636,0.3,0.2985,47,374,421
7/29/2011,3,0,7,18,0,5,1,1,0.92,0.8636,0.37,0.3284,49,313,362
7/29/2011,3,0,7,19,0,5,1,1,0.9,0.8485,0.42,0.2239,22,219,241
7/29/2011,3,0,7,20,0,5,1,1,0.86,0.7879,0.41,0.3284,53,153,206
7/29/2011,3,0,7,21,0,5,1,1,0.82,0.7576,0.46,0.1642,29,134,163
7/29/2011,3,0,7,22,0,5,1,1,0.8,0.7424,0.49,0.2239,47,127,174
7/29/2011,3,0,7,23,0,5,1,1,0.78,0.7121,0.52,0.1045,26,90,116
7/30/2011,3,0,7,0,0,6,0,1,0.76,0.697,0.55,0.194,60,73,133
7/30/2011,3,0,7,1,0,6,0,1,0.76,0.697,0.55,0.0896,15,75,90
7/30/2011,3,0,7,2,0,6,0,1,0.76,0.697,0.55,0.1045,11,31,42
7/30/2011,3,0,7,3,0,6,0,1,0.74,0.6818,0.62,0.1642,18,25,43
7/30/2011,3,0,7,4,0,6,0,1,0.72,0.6818,0.66,0.1642,4,6,10
7/30/2011,3,0,7,5,0,6,0,1,0.72,0.6818,0.7,0.2836,4,9,13
7/30/2011,3,0,7,6,0,6,0,1,0.72,0.6818,0.7,0.2985,6,18,24
7/30/2011,3,0,7,7,0,6,0,1,0.76,0.7273,0.66,0.194,3,39,42
7/30/2011,3,0,7,8,0,6,0,1,0.78,0.7424,0.59,0.2239,27,87,114
7/30/2011,3,0,7,9,0,6,0,1,0.82,0.7576,0.46,0.2985,49,125,174
7/30/2011,3,0,7,10,0,6,0,1,0.82,0.7424,0.41,0.2985,79,182,261
7/30/2011,3,0,7,11,0,6,0,1,0.84,0.7424,0.36,0.194,111,206,317
7/30/2011,3,0,7,12,0,6,0,1,0.84,0.7273,0.32,0.1642,111,230,341
7/30/2011,3,0,7,13,0,6,0,1,0.88,0.7576,0.29,0,125,183,308
7/30/2011,3,0,7,14,0,6,0,1,0.9,0.7879,0.29,0,112,193,305
7/30/2011,3,0,7,15,0,6,0,1,0.9,0.803,0.31,0.1343,113,189,302
7/30/2011,3,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,126,176,302
7/30/2011,3,0,7,17,0,6,0,1,0.9,0.7879,0.29,0.1045,93,209,302
7/30/2011,3,0,7,18,0,6,0,1,0.88,0.7576,0.28,0.194,92,207,299
7/30/2011,3,0,7,19,0,6,0,1,0.74,0.6515,0.33,0.2239,101,155,256
7/30/2011,3,0,7,20,0,6,0,1,0.82,0.7424,0.43,0.1343,74,132,206
7/30/2011,3,0,7,21,0,6,0,1,0.8,0.7424,0.49,0.1642,82,123,205
7/30/2011,3,0,7,22,0,6,0,1,0.78,0.7121,0.52,0.1045,80,129,209
7/30/2011,3,0,7,23,0,6,0,1,0.76,0.697,0.55,0.0896,63,114,177
7/31/2011,3,0,7,0,0,0,0,1,0.76,0.697,0.55,0.0896,33,80,113
7/31/2011,3,0,7,1,0,0,0,1,0.74,0.6818,0.62,0.0896,8,71,79
7/31/2011,3,0,7,2,0,0,0,1,0.74,0.697,0.66,0.0896,19,48,67
7/31/2011,3,0,7,3,0,0,0,1,0.74,0.697,0.66,0,24,26,50
7/31/2011,3,0,7,4,0,0,0,1,0.72,0.6818,0.7,0,6,7,13
7/31/2011,3,0,7,5,0,0,0,1,0.72,0.6818,0.69,0,4,4,8
7/31/2011,3,0,7,6,0,0,0,1,0.74,0.697,0.7,0,5,8,13
7/31/2011,3,0,7,7,0,0,0,1,0.74,0.6818,0.58,0.1343,19,26,45
7/31/2011,3,0,7,8,0,0,0,1,0.76,0.697,0.55,0.2239,54,88,142
7/31/2011,3,0,7,9,0,0,0,1,0.8,0.7424,0.49,0,55,128,183
7/31/2011,3,0,7,10,0,0,0,1,0.84,0.7424,0.36,0.1642,91,163,254
7/31/2011,3,0,7,11,0,0,0,1,0.86,0.7424,0.28,0.1642,112,163,275
7/31/2011,3,0,7,12,0,0,0,1,0.9,0.7727,0.25,0.194,146,192,338
7/31/2011,3,0,7,13,0,0,0,1,0.9,0.7727,0.24,0.1343,142,152,294
7/31/2011,3,0,7,14,0,0,0,1,0.9,0.7727,0.24,0.1642,130,196,326
7/31/2011,3,0,7,15,0,0,0,1,0.92,0.7727,0.18,0.2985,109,184,293
7/31/2011,3,0,7,16,0,0,0,1,0.92,0.7727,0.17,0.2836,98,208,306
7/31/2011,3,0,7,17,0,0,0,1,0.92,0.7727,0.16,0.1642,114,206,320
7/31/2011,3,0,7,18,0,0,0,1,0.86,0.7879,0.41,0.2836,91,213,304
7/31/2011,3,0,7,19,0,0,0,1,0.8,0.7576,0.55,0.3284,87,187,274
7/31/2011,3,0,7,20,0,0,0,1,0.8,0.7576,0.55,0.3284,70,205,275
7/31/2011,3,0,7,21,0,0,0,1,0.78,0.7424,0.59,0.2985,68,96,164
7/31/2011,3,0,7,22,0,0,0,1,0.74,0.697,0.7,0.2985,25,71,96
7/31/2011,3,0,7,23,0,0,0,1,0.74,0.697,0.66,0.2239,14,56,70
8/1/2011,3,0,8,0,0,1,1,1,0.72,0.6818,0.7,0.2239,7,22,29
8/1/2011,3,0,8,1,0,1,1,1,0.72,0.697,0.74,0.194,5,12,17
8/1/2011,3,0,8,2,0,1,1,1,0.7,0.6667,0.74,0.1045,4,7,11
8/1/2011,3,0,8,3,0,1,1,1,0.7,0.6667,0.79,0.1642,0,4,4
8/1/2011,3,0,8,4,0,1,1,1,0.66,0.6061,0.83,0.1343,2,2,4
8/1/2011,3,0,8,5,0,1,1,1,0.66,0.6061,0.83,0.1045,2,24,26
8/1/2011,3,0,8,6,0,1,1,1,0.66,0.6061,0.83,0.0896,3,97,100
8/1/2011,3,0,8,7,0,1,1,1,0.74,0.6818,0.62,0,24,258,282
8/1/2011,3,0,8,8,0,1,1,1,0.8,0.7273,0.43,0.194,35,347,382
8/1/2011,3,0,8,9,0,1,1,1,0.82,0.7424,0.41,0,27,139,166
8/1/2011,3,0,8,10,0,1,1,1,0.86,0.7576,0.36,0.1642,27,70,97
8/1/2011,3,0,8,11,0,1,1,1,0.88,0.7727,0.32,0.1642,53,66,119
8/1/2011,3,0,8,12,0,1,1,1,0.9,0.803,0.33,0.2537,53,115,168
8/1/2011,3,0,8,13,0,1,1,1,0.9,0.803,0.31,0.2985,38,112,150
8/1/2011,3,0,8,14,0,1,1,1,0.92,0.8182,0.29,0.194,37,86,123
8/1/2011,3,0,8,15,0,1,1,1,0.9,0.7879,0.27,0,52,77,129
8/1/2011,3,0,8,16,0,1,1,1,0.9,0.7879,0.27,0,34,197,231
8/1/2011,3,0,8,17,0,1,1,1,0.76,0.6818,0.45,0.2985,69,445,514
8/1/2011,3,0,8,18,0,1,1,1,0.78,0.697,0.43,0.194,68,475,543
8/1/2011,3,0,8,19,0,1,1,1,0.74,0.6667,0.51,0.2239,63,350,413
8/1/2011,3,0,8,20,0,1,1,1,0.72,0.6818,0.62,0.2239,49,256,305
