lepton_pT,lepton_eta,lepton_phi,missing_energy_magnitude,missing_energy_phi,jet_1_pt,jet_1_eta,jet_1_phi,jet_1_btag,jet_2_pt,jet_2_eta,jet_2_phi,jet_2_btag,jet_3_pt,jet_3_eta,jet_3_phi,jet_3_btag,jet_4_pt,jet_4_eta,jet_4_phi,jet_4_btag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb,label
0.613080442,1.156046867,-1.108856559,1.081748128,0.36113584,1.031772018,1.021891832,0.124895319,0,1.992674708,0.952977836,-1.544297338,1.107436061,0.982777,0.070262037,1.604200006,2.548224449,1.298333764,-0.137876526,0.128023237,0,1.031126261,1.125298739,1.094373226,1.154146671,0.825587273,1.115182281,0.95131278,1
0.579406798,1.90405488,1.036342621,1.608868003,1.346394539,0.893536806,0.581239522,-0.328131884,1.086538076,0.505250752,0.03114423,0.470395178,0,1.026506782,0.389759332,-1.205085039,2.548224449,0.687138379,1.308737397,-1.332055926,0,0.990897417,0.918050945,1.006252527,0.893043041,0.853264153,0.922517717,0.787666857,1
1.027779102,1.215458989,1.436397672,0.973236203,-1.081499696,0.725071132,1.022882104,0.031760268,0,1.136782646,1.365811706,-1.46606636,1.107436061,0.715481341,0.054787815,0.658376336,0,0.633588851,-0.902408302,-0.395916969,3.101961374,0.953577519,0.893074453,1.06220758,0.631965101,1.372794747,0.963525236,0.879425526,0
0.897842646,-0.038038939,1.117907167,0.304956079,-1.390360475,0.957020581,-1.049669027,1.533563018,2.173076153,1.479617834,-0.046565663,-0.204935342,0,0.498764604,-0.207363799,0.795395911,0,0.51918745,0.178596303,-0.960819662,3.101961374,1.040173531,0.681847453,0.991353035,1.13424933,0.771591842,0.912178755,0.854752004,1
1.898170352,-0.821109831,-1.67093122,0.491759121,0.437840968,0.963524699,-0.7565611,0.238542274,2.173076153,0.273714215,-0.744983315,-1.279088736,0,0.598341882,-1.383405089,-0.429007471,2.548224449,0.542067707,-1.456235766,-0.746623576,0,0.345605105,0.742424607,1.266227484,0.828305006,0.648905337,0.82009536,0.645960927,1
0.851724327,-0.291270822,-0.152272925,0.395073712,0.847722113,1.24576664,-0.381263942,-1.35372901,2.173076153,0.865460634,0.699449301,0.318371803,0,0.855627179,2.248487234,1.205345273,0,0.74263525,-0.439358532,-0.374275386,3.101961374,1.614376903,1.355630994,0.993369877,1.142568827,0.790120244,1.444935441,1.142303109,1
0.808534205,-0.672092617,-0.714905083,0.678840399,0.733751714,1.034245491,-0.79914099,0.419823021,0,1.095989943,-0.733326852,-1.511562347,2.214872122,0.450293094,0.353349388,-0.927162528,1.274112225,0.386287153,1.013918042,-1.587870359,0,1.485898733,1.004945874,0.99056828,0.798761308,0.586051405,0.860514045,0.733797312,1
0.385234118,1.237860203,0.381051421,2.083256722,0.969423771,0.672122181,-1.264548898,-0.638030529,0,1.231839776,-1.133532763,-1.329023361,2.214872122,0.64119345,0.046595577,-0.498904109,2.548224449,0.673750997,1.986655593,0.703467012,0,3.268869638,1.755178571,0.992818356,1.559357166,0.886811256,1.398770332,1.292750955,0
0.834704459,1.338178992,0.264530569,1.893284202,-0.145253524,2.147181511,1.039716005,-1.416927814,1.086538076,0.663511455,0.077770166,-1.585909605,0,1.859303117,0.852165699,0.565735579,0,1.890786767,-0.137043715,0.762287736,3.101961374,0.947263658,0.965366244,0.970087767,2.13689661,2.402430534,1.814878225,1.453460097,0
0.27835682,-1.234072447,0.775557816,1.489955545,-0.982347965,1.300364375,0.652536035,-1.626481771,2.173076153,2.577874184,0.464376867,0.437105387,0,0.789944768,0.486245692,-0.717472672,2.548224449,0.586854637,0.94729209,-0.299916625,0,1.124443293,1.087177157,0.987540782,1.165206909,0.926552773,1.234597206,1.136038423,1
0.896561563,1.389799357,-1.154355288,0.551432669,1.078609943,1.462509155,0.857513666,-1.405840397,2.173076153,1.092464566,0.665451229,0.081459463,2.214872122,1.683330536,0.110312983,0.627865911,0,1.206325889,0.460923374,-0.64174521,0,0.71519196,1.787083745,0.984791994,0.788162053,1.818815589,1.837887883,1.488201261,0
0.950366199,-1.08992517,-0.921313524,0.161145017,1.571549296,0.737987697,-0.476326048,-0.135763645,0,0.82000947,-1.188900948,0.780545056,2.214872122,1.342098236,0.133979455,-1.485226274,1.274112225,1.723322749,1.214628339,1.386563778,0,0.965309024,0.926126063,0.998334289,0.714141369,1.291510582,0.964021921,0.82378453,0
0.835802496,1.289480567,-0.478531361,0.806749821,-1.60023582,0.819243372,0.571337223,-0.12689364,0,0.659860253,0.719848156,-1.514336586,2.214872122,1.379154325,-0.018942328,1.148762345,2.548224449,0.607300878,-2.38150239,1.485338211,0,3.097527504,2.007849217,0.986913145,0.647543788,0.790776014,1.341662526,1.345441461,1
0.441966951,0.72165668,-0.837529421,1.004504919,0.602648258,0.757958114,-0.646645546,1.633350611,0,1.235868812,-0.839206576,0.857666373,2.214872122,1.754281521,0.647359729,-0.314731956,2.548224449,0.965109408,-1.354631305,-0.980796516,0,0.902604699,1.180794954,0.989344955,0.836721957,1.927539706,1.205531716,1.172948003,0
0.561288893,1.344022751,0.257872224,3.951321363,1.04063654,0.838389218,1.269449353,1.28520298,2.173076153,1.433285356,0.337126941,-0.679317653,0,0.813478053,0.947741747,-0.409036994,0,2.016871691,-0.461844742,-0.558508396,3.101961374,0.975358486,0.985996425,1.338397384,0.784161151,1.994491816,1.570456743,1.438171864,0
0.516268611,-1.060706139,-0.604487717,1.089896441,1.373606563,0.968013465,0.353486627,-0.05648797,0,1.326771021,0.284672767,1.548429489,2.214872122,0.784149289,1.239931583,-0.179376587,0,1.265473843,-0.112891838,-0.804889381,3.101961374,0.921870172,0.869622648,1.015914917,1.020613313,1.028798103,0.83348006,0.882497191,1
0.578308761,0.718734741,-1.182653189,0.545880199,-0.088645704,0.749255419,1.656629205,-1.517269731,2.173076153,1.261427164,0.848069489,0.166348442,2.214872122,0.498764604,0.380656838,1.635819912,0,0.619957984,-0.555953741,0.939304709,0,0.502134919,0.96267271,0.982774079,0.917894185,1.544567943,1.004503131,0.830749154,1
1.187729001,-1.606128693,-0.728221714,0.833996773,0.806723833,0.359741539,-0.921929479,-0.577603579,0,0.626621723,-0.862519562,1.132307053,2.214872122,0.30101496,-0.012570588,-0.183814466,0,0.638700366,0.668296397,1.095789909,3.101961374,0.348133147,0.619027615,1.354732633,1.123854876,0.542370558,0.786136985,0.651504099,1
0.764977992,1.196953535,1.002496123,0.948516429,-0.532055855,0.987617374,0.364379168,0.908227682,0,0.778839052,0.46340549,-1.581471086,1.107436061,1.845955849,0.295093447,-0.719136775,2.548224449,1.000403404,0.045344591,0.223468125,0,0.911576629,1.016476989,1.159170151,0.976433516,0.898702145,0.946345329,0.872564495,1
0.694153488,1.270001173,0.622416139,1.462059379,1.569617987,0.795517027,-0.62188983,-0.796027482,2.173076153,0.933322609,-1.321007848,0.387725532,2.214872122,0.582184792,-1.013844132,-1.410336971,0,0.724379659,-0.489327908,-1.253258348,0,0.565466404,0.806413174,1.052064896,1.573424459,1.207492471,1.488521814,1.130039692,0
1.611577988,-0.129592001,0.29338336,0.385380954,-0.740226746,0.866787493,1.446700454,-1.598208547,2.173076153,0.523129046,1.399809718,-0.911791325,0,0.509126246,0.982331216,-0.237623796,2.548224449,0.719511509,0.107806318,1.381014705,0,0.900657058,0.776183009,0.988332927,0.669920623,0.795240045,0.985443413,0.822108865,1
1.820757389,-0.806500316,1.15619266,0.869440138,-0.004310734,0.560086548,0.315857917,-1.526139855,0,1.252236128,-0.222384289,0.493698031,2.214872122,1.936049581,-1.363379717,-1.170136571,0,2.128839016,0.484242439,-0.374829769,3.101961374,0.676259637,0.954853654,1.507780314,1.463179946,1.206694484,1.059359312,0.918853402,0
1.040040731,-0.894157469,-1.218164325,2.230314732,-0.705211461,0.998243868,0.240600437,0.437563002,2.173076153,1.285222888,-0.91983062,0.908710718,0,1.044595718,-0.238312274,1.726796508,0,0.989206672,0.610831559,-0.750507951,3.101961374,1.346530438,1.290757537,0.988660812,1.751773,0.958962202,1.218315482,1.199304938,1
0.528164268,-0.601966858,0.286724985,1.073455453,-1.267732024,1.113302469,2.125007868,1.077866554,0,0.969708681,-1.247183442,-0.000203289,2.214872122,0.820502937,-0.901883543,-1.056970596,0,0.80957216,-0.976529539,-0.50689882,3.101961374,0.640603423,0.797436535,1.027952671,0.583763838,0.355335236,0.555364788,0.541096211,0
1.044981837,-1.216541052,-0.876369655,1.18047607,-1.676588058,0.929080367,0.575298131,0.828951955,0,0.825297475,-0.375861317,-0.188290447,2.214872122,0.366521746,-0.457682192,0.819804311,0,1.012086988,-0.397717386,-1.239940405,3.101961374,0.597017467,0.958521068,1.014599443,0.578471839,0.670887172,0.732860148,0.891321302,0
0.349181354,1.755037665,-1.543867826,1.750211954,-0.245230556,0.796616375,-1.499233484,1.029081464,0,0.630776525,0.647966504,0.029860297,0,1.21407032,-0.194620326,-1.610596538,2.548224449,1.148881793,0.479245514,-1.387547016,0,0.938462794,1.020884633,0.997590005,1.185165763,0.724501789,1.08907032,1.391052008,1
0.919437707,-0.49580428,0.818282127,1.344698191,-0.491813511,0.729010224,-1.720054746,0.902129531,0,1.709139943,0.127310216,-0.492337227,2.214872122,1.090959787,-0.304760426,-1.714331985,0,1.246974826,0.644144535,-1.621720076,0,0.75750643,0.703724265,1.424139023,1.075207949,0.564938664,0.80308497,0.814498901,1
1.375130296,0.422648281,-1.483942866,0.844462633,-0.630457759,1.172114372,1.334804654,0.530698121,1.086538076,0.648277104,-0.793551981,-1.344558716,1.107436061,0.492969096,0.020198366,0.828125358,0,0.454684556,1.768455744,-0.814322889,0,0.836538792,0.940372944,1.039232492,1.414348602,2.104796171,1.199413419,0.941239238,0
0.405914187,-0.56203419,1.010264158,1.128177881,-1.511645913,0.742018461,-0.971440971,-0.557646036,1.086538076,0.665148199,0.036001097,0.354435742,0,0.629778147,-1.131266236,1.639148355,1.274112225,0.441297144,0.004536249,0.679050982,0,0.203833118,0.799100578,0.980121076,0.749084652,0.78926146,0.793608666,0.696367681,1
0.954941452,-0.85714668,0.363850713,0.668560088,-1.412327647,1.059712291,0.066319965,1.494756818,1.086538076,1.466020346,-0.082506485,-0.570016146,2.214872122,0.590614557,-0.548707008,0.15966931,0,0.863608539,0.559196532,1.115766764,0,0.803197324,0.977387071,1.106525183,1.03104341,1.762213707,1.028461576,0.853346169,0
0.676950693,0.550238192,1.710499167,2.7914536,0.476973862,1.126310706,-0.514944971,-1.619274855,2.173076153,0.662504196,-0.590534866,0.201302707,0,1.222500086,-0.087210983,-1.041992784,2.548224449,0.86896354,0.642478883,-1.339269757,0,0.701049864,0.883992016,1.706652761,1.79458499,0.791803181,1.283222079,1.130452275,1
0.605760098,-0.421782643,0.708419621,1.770690084,0.454596043,0.544330061,0.321799278,-0.387450039,2.173076153,0.973737598,-0.91691643,1.573396802,1.107436061,0.538279414,1.329136014,-1.002606511,0,0.811276078,-0.002126337,1.656805992,0,0.763551176,1.022760034,0.983050406,1.227603674,1.277194023,1.014065743,1.02097106,0
0.658832729,0.600884557,-0.596719623,0.684911728,-1.464264989,0.31384632,0.713930368,-1.033300042,0,0.828445077,-0.666302025,-0.026280269,2.214872122,1.073924542,0.382477313,0.853643179,2.548224449,1.463850617,-0.122052893,1.411534905,0,0.954820514,1.021658182,0.992328346,0.836768091,0.921922803,0.730831683,0.685070217,1
0.91833961,0.36031428,-1.228151798,1.333845735,-0.553757668,0.850298166,-1.098190308,0.855561972,2.173076153,0.532068133,-1.0208534,-1.289075613,2.214872122,0.538630664,-0.128172174,0.999538541,0,0.461743355,-0.397717386,1.685661435,0,0.332059383,0.494485796,0.985679984,0.953564882,0.925699472,1.139503717,0.849103272,1
1.079570651,0.561925829,-0.70491761,0.425102025,0.173924699,0.665068388,-0.754580677,-0.15904741,0,1.216479659,-0.747897446,1.197222233,2.214872122,0.675615311,-1.03204906,-1.590071201,2.548224449,0.447869152,-0.407711267,1.662910104,0,0.839195728,0.988027751,0.988207638,0.784340382,0.593954623,0.784191787,0.709776878,1
0.315141648,-2.04441452,-0.916319728,0.089217745,0.939225853,0.859092474,-0.806072593,0.599994957,2.173076153,1.123814702,0.034058351,-1.117078424,0,0.977332771,0.137620449,1.719030261,1.274112225,0.534035325,1.090537787,0.902125597,0,1.195474029,0.809496343,0.985598922,0.799442649,1.122415662,0.917371988,0.776979327,1
2.199952364,0.334991098,0.905950189,1.21325314,1.36285615,1.347633719,-0.264416814,-0.91244632,0,1.397151113,0.582884491,0.17522572,0,2.152766466,0.195876375,-0.072312668,2.548224449,1.314885497,1.322062612,-1.578436852,0,0.770373702,1.17249167,0.987333179,1.395936847,1.659786701,1.114703417,1.097026944,0
0.556896687,-1.3860116,-1.635974765,1.98127842,0.066619903,0.390796393,-0.700118005,0.662639439,1.086538076,0.495682061,-1.160731196,1.380316019,2.214872122,0.274671793,-1.754786611,-1.296061516,0,1.018658876,-0.887417495,-0.16340825,0,0.804461956,0.628443897,1.454353094,0.831127763,0.421245247,0.636499584,0.601934254,0
1.744625688,-0.82695365,-0.754300237,1.162186742,-0.630335689,0.640884101,-1.327923656,0.221911013,0,0.91431123,-1.232612848,1.218860626,2.214872122,0.952043235,-1.520852685,1.533193946,2.548224449,0.582960129,2.303128481,1.563025832,0,0.806641102,1.793756366,0.996477246,1.188951492,0.342289299,1.388624787,1.318104863,0
0.747958124,-0.979866743,0.494243145,1.099874258,-0.529565513,0.625310898,0.190098703,1.17432785,1.086538076,0.447335124,-0.668244839,-1.100988269,1.107436061,0.318928361,-1.005651951,-0.785150349,0,0.399674535,-1.552010417,1.195119262,0,0.414175123,0.684891641,1.001046181,0.626037896,0.775278449,0.711441755,0.568790555,0
2.377104998,-0.522101462,-1.646517158,0.430556595,0.014719487,1.394719839,-1.543793797,-0.291543096,0,1.564854622,-1.299637675,1.452998757,2.214872122,0.986113846,-1.774812102,0.138589367,0,0.774034739,-0.266964138,0.363860846,3.101961374,0.898504138,0.911150158,1.397806048,1.086857438,0.979804754,1.13437891,1.163253784,0
0.474542588,-0.810396194,-1.591585875,1.27470994,-0.324582517,1.098004103,2.952840328,1.256929755,0,0.786393225,0.821842372,-1.317926764,1.107436061,0.796793997,-0.55689925,-0.377971798,0,1.567785502,0.236893937,0.348878264,3.101961374,0.666200995,0.831668019,0.987178385,1.100801945,1.039827704,0.883931279,0.796631694,1
0.727461159,0.236620262,0.165765256,0.227625296,-0.201704785,0.742384911,-1.055610418,-0.143524885,2.173076153,0.547302544,0.21764797,-1.375074387,2.214872122,0.637154222,-0.746231019,0.832008481,0,0.733629108,-0.396884561,-1.497974634,0,1.087035537,0.850166738,0.978573561,1.310737968,1.060804725,1.158551455,0.989669204,1
1.440830708,-0.452949643,1.477457404,1.58784008,-1.038425684,0.58985889,-2.307261229,0.047282782,0,0.843049824,-0.384603679,0.349997103,2.214872122,0.514570534,-1.262342095,1.360116482,0,0.767949522,0.497567624,0.857732594,0,0.892608762,1.032593727,1.608923674,1.075028658,0.888067544,0.914727747,1.009798646,1
1.97723031,0.474268615,1.739906788,0.087876007,1.735131741,0.516573072,1.333814383,-0.511075735,0,0.46810922,0.341983795,0.558058262,2.214872122,0.748322547,2.533395052,0.336629897,0,0.581012905,-0.861599922,-0.254968733,3.101961374,1.166669846,1.020261288,0.973379433,0.792173326,0.473200679,0.91586405,0.978031516,0
1.552100062,0.567769647,-1.280863643,0.229925662,0.530614018,0.713528633,-1.098190308,-0.12966606,2.173076153,1.118904471,-0.574992955,0.739487648,2.214872122,0.425881743,-0.720744073,-0.707487404,0,0.398944318,0.511725664,1.568574905,0,0.531731546,0.689727783,0.988568723,1.162394404,0.989096224,0.974265635,0.744154394,1
0.418358803,-0.810396194,-1.121063471,1.394498587,-1.741545796,0.597279012,-0.223817393,-0.048172448,2.173076153,1.207666278,-0.265124738,0.692881942,2.214872122,1.019657493,0.248670772,-1.284966826,0,1.110910177,-0.122052893,1.334402084,0,0.862982512,0.957541645,0.988761544,1.432801247,0.774204731,1.127618074,1.043362737,1
1.274109364,0.188895792,0.101956196,2.918617725,0.173841447,2.435194492,0.318828583,-0.120795503,2.173076153,2.17485714,-0.648817301,-1.499910951,0,3.189283609,-0.079018742,1.448319316,2.548224449,0.490465403,-1.110614061,1.132414103,0,1.04148829,1.294157863,0.978450656,0.99317503,3.503087044,2.103159666,1.975775957,0
0.671094298,0.503487706,-0.373107731,1.60031271,0.218516633,0.543047547,0.457460791,1.634459376,0,1.173042893,-1.13741827,-1.576477528,0,0.945896566,0.438912749,-1.321024656,2.548224449,1.34287715,-0.616749883,0.719004571,1.550980687,1.003447652,0.861508608,0.980860531,0.955870152,1.001903534,0.931592464,0.856826544,0
0.57977283,1.466742873,0.638507068,1.090336204,0.031406734,1.191443443,0.246541813,1.625589252,0,2.069853544,1.556200862,-0.980590224,2.214872122,0.852992833,0.839422226,0.394322336,1.274112225,0.990910471,-0.112059012,0.964830637,0,0.92198652,0.656998873,0.987993896,1.443175077,1.421922565,1.012075782,0.87620908,1
0.823540926,1.254417658,-1.735849857,0.276650876,-1.705403924,0.588026762,-0.45058006,0.303958565,2.173076153,0.72029388,1.043315649,-0.660453439,2.214872122,0.750605643,-1.098497272,1.582565308,0,1.116995454,0.146116197,-0.551846743,0,1.211643577,0.947919369,0.991154134,0.766661346,1.088181257,0.828370035,0.779460609,1
1.691187143,0.256099641,0.753918231,0.42057693,1.666138887,0.541673482,-1.155623794,-0.597561061,2.173076153,0.652180135,-0.881946981,-1.018873453,0,0.445024461,0.033852097,0.072575867,0,0.720241785,-1.429585457,1.686771274,3.101961374,0.798284948,0.668908417,0.985476136,1.075469255,0.612206519,0.797909558,0.697971046,1
0.771383345,-0.707155526,1.497987151,0.778180063,1.63195622,0.612302601,-0.747649014,0.503533661,2.173076153,0.611009657,0.155480057,-0.178303525,2.214872122,0.461357266,-0.663398385,-0.671984375,0,0.604379952,0.751578748,-1.111200929,0,0.575023294,0.789789975,0.980576754,0.830164671,0.671847165,0.725415349,0.629554331,0
0.878809691,0.2940844,-0.322060496,1.825098157,-0.690792441,0.754110634,0.061368819,1.528573632,2.173076153,0.882835388,-0.597334504,0.690662623,2.214872122,0.471718937,-0.644283175,0.990108073,0,0.470749438,1.486128807,1.5097543,0,0.861283422,0.807576299,0.994653344,1.295579314,0.922270477,1.143629074,0.923645794,1
0.832691371,0.231750429,-1.432340741,0.674107432,0.136281431,0.951524198,0.963468254,-0.253845572,2.173076153,1.557300448,0.060285438,1.696014166,2.214872122,0.716183782,0.072992787,0.230120704,0,0.453710914,1.37952745,0.838310659,0,0.638765216,1.022966027,1.025243163,0.860604882,1.95215106,0.98989898,0.811908245,0
0.467588216,-1.001294017,-0.881363451,1.401372194,-1.203950644,1.119073749,0.916927457,-0.229453072,0,0.732254744,-0.363233477,0.406589747,2.214872122,2.025440931,0.298734456,1.330160856,2.548224449,0.857036531,1.221290946,0.859397352,0,1.308581114,1.190150023,0.991386235,2.251505852,1.063562036,1.541200876,1.861109376,0
0.818599641,-0.301984489,-0.337597162,0.76877594,0.406664074,0.788554966,-0.540690958,0.239096642,2.173076153,1.724500179,-0.042680167,1.692130446,0,0.611162245,0.008365132,-1.50408721,0,0.430343837,0.73908639,-0.409789205,3.101961374,1.257757664,0.867285311,0.982831776,0.730457842,0.588853836,0.852548659,0.78617692,1
0.758755684,0.566795707,-1.123283029,0.642900586,1.076795101,0.758141339,-0.304026037,1.18985033,2.173076153,0.757939041,-0.79063791,-0.432970405,2.214872122,0.852290332,-1.175868511,0.021540219,0,0.368275017,1.178816915,-0.799895227,0,1.191517115,1.067198157,0.98673135,1.044557691,1.145186067,0.883815229,0.835119188,1
0.767723143,-0.827927649,1.36371088,1.045978308,-0.579791248,0.661862135,-0.026761644,-1.370360255,1.086538076,0.822401643,0.841269851,0.20851551,0,0.871081829,0.646449447,-0.756304085,2.548224449,0.514806092,-1.792696476,0.805570841,0,1.874971032,1.306351185,1.221440673,0.849810898,0.612183631,0.934703648,0.871952474,0
0.799932718,-0.555216372,-0.341480643,0.285022557,-0.871424556,0.606439769,-1.224939823,-0.703446746,0,0.964924395,-1.731898904,1.559525967,0,0.625387609,-0.820871413,-1.650537491,0,1.439023018,-0.173687935,0.411028415,3.101961374,0.855000317,0.965243757,0.976742268,1.113639832,0.522645235,0.807778478,0.772906601,1
0.481679916,-1.292510748,-1.069461465,1.031982064,-1.295515537,1.071071506,-2.447873831,-0.297641248,0,0.999296069,-0.235012144,-1.741261959,0,0.89619565,-1.140368819,-1.570655584,1.274112225,1.672693968,0.779061914,0.611351609,3.101961374,0.917470813,0.988617659,0.972292483,0.696989954,1.511384249,0.910099685,0.773373842,1
0.91504544,0.19376564,-0.777604401,1.855351567,-0.213190094,0.910209298,0.990204454,1.218677759,0,0.67446506,0.517802417,-1.309604406,2.214872122,0.420788705,1.642261505,0.681675255,0,0.471479684,-1.056480646,1.343280673,3.101961374,0.692998171,0.938753486,0.990832329,0.879764438,0.628034353,0.700549662,0.904241681,0
0.650414348,-0.708129466,0.572478592,1.331011057,1.341838002,1.307601452,-1.047688603,1.627806902,2.173076153,2.209858179,-0.693500519,-0.188845292,0,1.559517503,-0.934652507,-0.903863668,0,1.530787587,-0.52347368,1.005339265,3.101961374,1.068011761,1.083181381,0.98830837,0.605387509,0.861528456,0.736215234,0.66726166,1
1.028694153,0.281422824,-0.669961274,0.276334763,-1.23872745,1.048902631,-0.581290424,0.465836167,1.086538076,0.755672813,1.23856175,-0.530620456,0,1.501562476,-0.415810764,1.420582652,0,0.554238081,0.145283371,-0.917536497,3.101961374,0.826534867,0.554737389,0.988156021,1.036535263,0.827056885,0.917919278,0.826821029,1
1.957282186,0.078837313,1.208904505,0.572489739,1.255234957,0.568606019,0.153460205,-1.119228363,0,1.207036853,-0.642989099,-0.578338623,2.214872122,0.78590548,-0.749872029,0.677792072,1.274112225,0.702473044,2.162381172,-0.330437332,0,1.620717049,1.517149687,0.996089101,1.485403061,0.940750659,1.208095551,1.153053045,0
0.731853366,-0.007845906,0.202940956,0.608709633,-0.977414012,0.767576873,-0.74566859,-0.890271246,0,0.751517952,-0.303008318,1.389193296,2.214872122,0.56321764,1.430173516,1.375094295,0,1.145474076,-0.690038323,-0.109026872,0,0.929099739,1.037724853,0.986281812,0.528764427,0.196638852,0.64139837,0.666235149,0
1.249037027,-2.054154158,-1.619328976,0.376377106,0.989076495,0.782783628,2.916201592,0.254619151,0,1.352958918,-1.98834157,-0.730361998,0,1.69650209,-1.046613097,0.9751302,2.548224449,0.731681883,-0.846609116,-1.061813712,3.101961374,13.2773819,6.814467907,0.991365433,0.844237208,0.823778033,4.260631561,3.448951006,1
2.459093094,-0.659430981,0.164100662,0.539729834,0.673294962,0.82107544,1.225879312,1.411046147,1.086538076,1.252865791,0.83835572,-1.441653848,2.214872122,0.375478417,2.325858355,-1.677164674,0,1.365027309,-0.617582679,-0.561837912,0,2.086372376,1.478866577,0.980665207,1.72201395,0.852481961,1.422122121,1.319326878,0
0.529262304,-1.365558267,-0.926862121,0.551540911,1.570844412,0.862115502,-0.578319728,0.859442592,0,0.843175769,1.904924035,-0.592764199,0,0.855451524,-0.489540875,1.435005784,2.548224449,0.515536368,-0.41937077,-0.814322889,0,1.017076612,1.119299531,0.986393631,0.59241122,1.035118818,0.760923266,0.696878016,1
1.508909941,-1.701577544,-0.329273671,0.150945619,0.404106081,1.646822929,-0.806072593,1.299616695,0,1.531741977,-0.908174098,-0.886269152,0,0.7463907,-0.099044211,-0.620948672,2.548224449,1.710178733,-0.421869248,0.548646569,3.101961374,3.112818718,1.871930718,0.99581641,0.874231756,0.770426452,1.251134634,1.10826385,0
0.509314299,2.115406036,0.940906525,1.001166821,-0.506983459,1.012809396,-1.00312829,0.293425441,0,1.635108709,0.590655446,-1.651379585,1.107436061,0.664375544,-0.119069681,-0.538290858,0,0.551317215,-1.157252192,1.29167378,3.101961374,1.209203363,0.838396311,0.989320397,1.213377476,1.083567143,1.191882253,1.315965772,1
0.814756513,1.419018388,0.176862463,0.743384361,-1.612396121,0.835549414,-0.368390977,-1.695224285,2.173076153,0.918214202,0.07097055,0.064259745,2.214872122,0.335788012,0.13215895,0.60290277,0,0.464907676,1.225455046,-0.986345649,0,0.531770289,0.752748013,1.07727778,0.953892708,1.320656896,1.002920747,0.757544041,0
0.356867731,-1.982080698,-0.785372496,0.950045347,1.603267908,0.758599341,-0.867466807,0.264597893,2.173076153,0.61315006,-0.804237127,0.73227483,0,0.720398724,-0.98198545,-0.283112079,0,1.44535172,0.142784908,-1.01631093,0,0.818055511,0.943801105,0.977652431,0.885005236,1.186934352,0.78795141,0.696983576,0
0.683904946,-0.121800244,-1.340233684,0.530098915,-0.031353693,1.068598151,-0.615948439,-0.527153194,2.173076153,0.811447978,-0.831435561,1.396406055,0,1.08727169,-1.681966782,1.014516354,0,1.058821082,-0.625078082,0.464854866,3.101961374,0.888752222,0.753521621,0.989422381,0.956203163,0.880585432,0.943790376,0.948199987,1
0.885581017,2.158260822,0.856012762,0.467310756,0.761596322,0.175336212,0.224756748,0.468053669,0,0.526276588,1.206506372,0.084788442,0,1.072870731,0.809383988,-1.047540069,1.274112225,0.847543716,-0.321097642,-0.894230247,0,0.824810684,0.664979398,0.9933514,0.907079756,0.885958016,0.86868465,0.730923116,1
1.639212489,0.802496135,1.237757325,0.92460227,1.527454138,1.106431961,-0.94965595,-0.063140474,0,1.068668842,-0.417630404,-1.141490936,0,0.971537232,-0.490451097,-0.748537838,1.274112225,1.399104238,-0.654226959,0.473178536,0,0.897908866,0.908974171,0.971447408,1.116862178,0.71405685,1.029811978,1.299717546,0
0.712820411,0.510305464,0.4565126,1.107404113,0.67261225,0.894727647,-0.563466251,-0.974536359,2.173076153,0.459799588,2.173994303,1.406947851,0,0.855100274,-1.704723001,-1.647763729,0,0.397727281,-1.072304249,-1.140611172,3.101961374,0.64824003,0.999469757,0.983300984,1.748996258,0.250082016,1.15871501,1.048149228,1
0.700741828,0.133379564,-1.554410219,1.685999513,1.622915149,0.869718969,-1.625982881,-0.197299302,0,0.944905818,-1.40843153,1.082927346,0,0.910596609,-0.59968096,-0.513327241,1.274112225,0.963648915,0.223568767,-0.054645654,3.101961374,1.769675136,1.227536917,0.993057847,0.957827151,0.448314458,0.894168973,0.960831046,0
0.389077336,2.073525429,0.66514039,0.868155122,-1.452815175,1.005205989,0.802060783,0.614408732,2.173076153,0.488127857,1.517346025,-1.054937363,0,0.854397833,0.410695046,-0.574350953,2.548224449,0.627016842,-2.233259678,-1.440818548,0,2.97522974,1.766587138,0.984247863,0.909738481,1.035110831,1.442243576,1.219123483,0
0.837998629,-1.963575244,0.637397349,0.647616446,-0.186356664,1.024260283,-1.450712204,-0.08365237,2.173076153,1.04361403,0.61785388,-1.696320772,1.107436061,1.318916202,-0.086300731,-1.299389958,0,0.467828512,1.747635365,0.832206607,0,0.633362472,1.325189352,0.997549415,1.474035263,2.434207678,1.294893503,1.072259545,0
0.723800957,0.927164137,-0.745977342,0.062152393,-0.358502805,1.161304712,0.970399916,1.412709236,2.173076153,0.975248456,0.04182934,-0.46903491,0,0.837713778,0.471681744,-1.149611354,0,1.480889082,0.949790597,0.259537399,3.101961374,0.864553869,0.976452112,0.991857946,1.11077106,1.202293634,1.014675498,0.866810143,1
0.861972809,-0.376980066,-1.729746461,0.541123152,-0.385221332,0.351038843,-0.990255296,0.273467898,2.173076153,0.907386482,-0.969370663,1.148397207,2.214872122,0.696689844,-0.715282559,-0.476160496,0,1.211437345,0.650807142,-1.005767584,0,0.941594005,0.963129044,0.986376345,0.701513469,0.588719547,0.626847804,0.615083396,0
